5.682861322,1059033.558
6.002899808,1505890.915
5.86588984,1058987.988
7.188236095,1260616.807
5.040554523,630943.4893
4.988407758,1068138.074
6.025335907,1502055.817
6.989779748,1573936.564
5.36212557,798869.5328
4.42367179,1545154.813
8.093512681,1707045.722
4.496512793,663732.3969
7.671755373,1042814.098
6.919534825,1291331.518
5.344776177,1402818.21
5.443156467,1306674.66
5.067889591,1556786.6
4.788550242,528485.2467
5.94716514,1019425.937
5.739410844,1030591.429
6.62745694,2146925.34
5.551221592,929247.5995
4.21032287,718887.2315
6.170484091,743999.8192
5.339339881,895737.1334
8.287562194,1453974.506
4.018524685,1125692.507
5.44335959,975429.4928
6.384358921,1240763.766
6.97782794,1577017.76
5.314460215,1246830.188
6.1243421,1170720.894
7.127128553,1071279.21
6.118808131,534305.1323
5.419562911,936368.9634
5.500128573,1199193.831
5.470652207,1233220.009
5.652783637,1081150.125
5.180664125,524712.7661
4.949557006,302355.836
6.579691453,1026817.4
7.845215914,1762214.68
6.623332829,882057.1706
6.90708297,1744932.211
5.499309697,1153871.47
7.069512154,1499988.88
4.863154306,1109588.38
7.296224497,980177.3051
6.238891015,1323952.027
6.604439819,1662494.736
6.382452912,1417819.74
5.825920476,549976.1456
6.108449991,1054770.981
5.92390639,1415647.553
4.786222295,948788.2757
5.949839471,1159596.519
8.314761979,1547133.396
6.116111748,1186688.506
7.186120667,772111.9721
6.309271353,1172730.156
4.476429066,1111085.017
7.533380986,1022781.171
5.635466738,1274474.546
6.394107667,1213530.85
6.018590243,1411730.477
5.435415183,858685.5659
5.476513158,1200961.821
6.67935313,1520234.229
7.12207185,1360908.32
5.419012564,1360920.53
4.764499308,1146532.455
7.385134534,1789098.521
5.118108905,852099.464
5.691129213,746096.7289
5.786780024,1534479.907
5.28232502,1215608.531
5.653120316,941594.3284
4.010907337,1204598.037
7.605511954,1597655.258
6.954422126,1492011.496
8.562610576,1421216.504
4.725552228,1132522.901
4.182828228,1102821.438
5.436306202,1856211.35
6.184965339,1687998.933
5.677637527,1063423.007
6.445742898,1177289.886
4.639654131,1173474.379
7.879751801,1637259.999
5.251400747,1238938.291
4.844972531,201898.0866
6.39862599,1439506.102
4.443728924,585608.6326
7.512526779,1294685.159
6.595060685,2014851.344
6.372730932,1840236.006
6.374930066,1441421.913
6.933352468,1498640.551
6.512270085,954746.5764
6.982151725,1124635.932
5.347447091,1169944.248
5.544083726,1114430.953
8.069721867,1783534.839
6.471673727,1302933.248
6.893260157,1241483.612
5.503923196,954114.544
5.465393231,1555320.5
4.869306181,404976.3659
5.562938814,1073183.76
5.47573732,1422195.879
4.822147136,340605.2113
5.973219004,1170959.526
6.882954326,942838.1647
7.17012853,1401613.92
5.384841407,1175504.486
4.855968121,608794.2467
6.496651466,946943.0362
7.005505785,1819900.637
7.315957927,1463130.273
4.972306568,1252391.18
7.193792989,1714445.175
4.096517243,1291759.393
6.832939699,1809154.289
7.411486571,1200539.361
6.623528293,1300265.21
4.318869133,997448.7281
6.743652961,2152959.409
7.163640935,1629983.847
4.494570528,497579.4466
5.329798509,890112.5493
5.003327764,1064685.699
6.787648529,1530124.016
8.137214471,1246246.828
6.070115922,1240754.932
8.074693668,1760734.69
5.534627544,1393746.76
4.104129923,1172385.898
5.083861036,483986.109
7.080219326,1388530.157
6.39244379,1721739.384
5.994062799,1276448.792
6.774710809,1161742.677
6.350672042,786407.9451
6.414723236,1604920.973
6.890508224,1230149.137
6.445851907,1051644.554
6.142591681,1415073.614
5.403175673,1043483.915
4.740683035,1544379.748
5.405265969,1352135.967
7.042354995,1505727.431
6.188575726,1416965.979
5.506473429,1046721.976
5.623087016,939040.0036
6.087360169,1383031.332
4.566166101,1072503.238
6.487943167,1134397.758
5.10693512,734827.508
5.775467041,991892.3175
4.289916281,1057252.583
7.133719417,1237224.859
6.139115452,1442632.541
6.453073406,1877402.32
6.640915863,1394518.415
5.707903109,953939.3299
7.107767687,1219778.034
4.983084629,1287325.382
6.970854746,1739893.555
6.962206716,1213382.223
7.572350215,1007478.748
6.849769937,1528756.126
6.767363237,1182459.772
6.847724976,1474546.762
7.603999923,1078016.94
5.468158427,1453381.624
5.47980183,1495012.965
4.580122446,714148.4148
4.885131771,894292.0474
5.985697151,1159841.831
6.766877154,1195986.299
6.593962539,1381430.63
7.414875231,1534889.853
6.942797867,1494125.33
6.863184039,1356146.261
5.901451656,1454943.074
4.940396705,774118.1878
3.69089057,889113.2389
4.860453,1211102.211
5.694610808,658646.1847
5.804686752,1400104.871
7.218309145,1262017.792
4.632267718,553077.2126
6.061212241,1203247.89
6.155259764,1115323.015
7.59753322,1301881.417
6.279753854,1006687.387
5.440725043,749383.0726
5.234044768,1075596.587
5.333820712,739870.7936
7.482630242,1442945.145
7.01058346,828497.0671
6.075426018,1373290.861
4.901817799,925566.3313
7.741091334,1552536.764
5.773717163,1335904.501
5.665185385,960808.2911
6.710699576,1405933.019
6.386347996,619087.6936
7.032317226,1329273.228
5.02469487,1261843.844
5.832827571,1175781.418
4.930051,1437053.557
5.867269778,1594415.226
6.407946258,931357.9954
6.881778623,798639.6542
5.601486668,1451739.625
6.001641691,1278991.689
6.279536891,885920.5532
6.861548028,1425632.542
5.857266082,901881.7427
6.173290661,1521730.791
5.70765003,716771.0057
7.912276047,1696717.107
6.635899749,819598.0078
5.59893322,1584213.957
8.07544792,798892.515
4.188658329,601973.0017
4.524140652,1456486.293
5.550264729,1702406.039
5.184810712,1566471.008
6.453931678,1592210.176
6.017831001,937628.3467
6.873130198,1558547.578
5.907565592,1156329.274
7.077680826,1514349.692
5.222168522,1039107.326
5.165921529,809089.6719
5.779976246,675536.3915
4.660417824,1373589.804
6.768523696,1690091.019
